"film_id";"title";"max"
804;"Sleeping Suspects";2006
892;"Titanic Boondock";2006
232;"Dirty Ace";2006
692;"Potluck Mixed";2006
427;"Homeward Cider";2006
158;"Clones Pinocchio";2006
739;"Rocky War";2006
803;"Slacker Liaisons";2006
113;"California Birds";2006
172;"Coneheads Smoochy";2006
377;"Grease Youth";2006
24;"Analyze Hoosiers";2006
184;"Core Suit";2006
170;"Command Darling";2006
403;"Harry Idaho";2006
494;"Karate Moon";2006
55;"Barbarella Streetcar";2006
68;"Betrayed Rear";2006
374;"Graffiti Love";2006
652;"Pajama Jawbreaker";2006
535;"Love Suicides";2006
244;"Dorado Notting";2006
565;"Matrix Snowman";2006
38;"Ark Ridgemont";2006
128;"Catch Amistad";2006
456;"Inch Jet";2006
728;"Reunion Witches";2006
300;"Falcon Volume";2006
928;"Uptown Young";2006
353;"Gentlemen Stage";2006
722;"Reef Salute";2006
256;"Drop Waterfront";2006
216;"Day Unfaithful";2006
202;"Daddy Pittsburgh";2006
646;"Outbreak Divine";2006
865;"Sunrise League";2006
987;"Words Hunter";2006
266;"Dynamite Tarzan";2006
725;"Requiem Tycoon";2006
129;"Cause Date";2006
195;"Crowds Telemark";2006
744;"Roots Remember";2006
809;"Slipper Fidelity";2006
8;"Airport Pollock";2006
985;"Wonderland Christmas";2006
483;"Jericho Mulan";2006
707;"Quest Mussolini";2006
971;"Whale Bikini";2006
305;"Fatal Haunted";2006
80;"Blanket Beverly";2006
881;"Temple Attraction";2006
551;"Maiden Home";2006
930;"Vacation Boondock";2006
318;"Firehouse Vietnam";2006
312;"Fiddler Lost";2006
683;"Pity Bound";2006
903;"Traffic Hobbit";2006
179;"Conquerer Nuts";2006
855;"Streak Ridgemont";2006
877;"Taxi Kick";2006
470;"Ishtar Rocketeer";2006
542;"Lust Lock";2006
571;"Metal Armageddon";2006
685;"Platoon Instinct";2006
876;"Tarzan Videotape";2006
959;"Warlock Werewolf";2006
110;"Cabin Flash";2006
693;"Potter Connecticut";2006
175;"Confused Candles";2006
370;"Gorgeous Bingo";2006
622;"Newsies Story";2006
99;"Bringing Hysterical";2006
48;"Backlash Undefeated";2006
28;"Anthem Luke";2006
732;"Rings Heartbreakers";2006
821;"Sorority Queen";2006
967;"Weekend Personal";2006
94;"Braveheart Human";2006
262;"Dumbo Lust";2006
313;"Fidelity Devil";2006
699;"Private Drop";2006
204;"Dalmations Sweden";2006
362;"Glory Tracy";2006
162;"Clueless Bucket";2006
30;"Anything Savannah";2006
356;"Giant Troopers";2006
299;"Factory Dragon";2006
95;"Breakfast Goldfinger";2006
585;"Mob Duffel";2006
122;"Carrie Bunch";2006
62;"Bed Highball";2006
514;"Lebowski Soldiers";2006
871;"Sweden Shining";2006
329;"Forrest Sons";2006
623;"Newton Labyrinth";2006
762;"Sassy Packer";2006
751;"Runaway Tenenbaums";2006
531;"Lose Inch";2006
828;"Spiking Element";2006
454;"Impact Aladdin";2006
180;"Conspiracy Spirit";2006
127;"Cat Coneheads";2006
390;"Guys Falcon";2006
939;"Vertigo Northwest";2006
628;"Northwest Polish";2006
439;"Hunchback Impossible";2006
669;"Pearl Destiny";2006
988;"Worker Tarzan";2006
675;"Phantom Glory";2006
670;"Pelican Comforts";2006
560;"Mars Roman";2006
117;"Candles Grapes";2006
991;"Worst Banger";2006
438;"Human Graffiti";2006
709;"Racer Egg";2006
185;"Cowboy Doom";2006
545;"Madness Attacks";2006
708;"Quills Bull";2006
940;"Victory Academy";2006
487;"Jingle Sagebrush";2006
697;"Primary Glass";2006
553;"Maker Gables";2006
309;"Feud Frogmen";2006
795;"Siege Madre";2006
349;"Gangs Pride";2006
363;"Go Purple";2006
341;"Frost Head";2006
632;"Nuts Ties";2006
831;"Spirited Casualties";2006
286;"Enough Raging";2006
811;"Smile Earring";2006
409;"Heartbreakers Bright";2006
676;"Philadelphia Wife";2006
155;"Cleopatra Devil";2006
446;"Hysterical Grail";2006
986;"Wonka Sea";2006
417;"Hills Neighbors";2006
434;"Horror Reign";2006
950;"Volume House";2006
587;"Mod Secretary";2006
605;"Mulholland Beast";2006
710;"Rage Games";2006
717;"Rear Trading";2006
604;"Mulan Moon";2006
691;"Poseidon Forever";2006
799;"Simon North";2006
842;"State Wasteland";2006
389;"Gunfighter Mussolini";2006
961;"Wash Heavenly";2006
767;"Scalawag Duck";2006
97;"Bride Intrigue";2006
641;"Orange Grapes";2006
702;"Pulp Beverly";2006
205;"Dances None";2006
197;"Crusade Honey";2006
639;"Opposite Necklace";2006
187;"Cranes Reservoir";2006
447;"Ice Crossing";2006
750;"Run Pacific";2006
114;"Camelot Vacation";2006
558;"Mannequin Worst";2006
351;"Gaslight Crusade";2006
156;"Clerks Angels";2006
302;"Fantasia Park";2006
386;"Gump Date";2006
934;"Vanilla Day";2006
951;"Voyage Legally";2006
249;"Dracula Crystal";2006
269;"Earring Instinct";2006
126;"Casualties Encino";2006
194;"Crow Grease";2006
511;"Lawrence Love";2006
534;"Louisiana Harry";2006
430;"Hook Chariots";2006
506;"Lady Stage";2006
835;"Spy Mile";2006
844;"Steers Armageddon";2006
964;"Waterfront Deliverance";2006
922;"Undefeated Dalmations";2006
968;"Werewolf Lola";2006
316;"Fire Wolves";2006
132;"Chainsaw Uptown";2006
336;"French Holiday";2006
520;"License Weekend";2006
688;"Polish Brooklyn";2006
378;"Greatest North";2006
369;"Goodfellas Salute";2006
721;"Reds Pocus";2006
742;"Roof Champion";2006
724;"Remember Diary";2006
788;"Ship Wonderland";2006
67;"Berets Agent";2006
457;"Independence Hotel";2006
826;"Speed Suit";2006
849;"Storm Happiness";2006
764;"Saturday Lambs";2006
464;"Intentions Empire";2006
352;"Gathering Calendar";2006
395;"Handicap Boondock";2006
703;"Punk Divorce";2006
761;"Santa Paris";2006
947;"Vision Torque";2006
567;"Meet Chocolate";2006
224;"Desperate Trainspotting";2006
477;"Jawbreaker Brooklyn";2006
735;"Robbers Joon";2006
660;"Party Knock";2006
658;"Paris Weekend";2006
50;"Baked Cleopatra";2006
955;"Walls Artist";2006
513;"Leathernecks Dwarfs";2006
586;"Mockingbird Hollywood";2006
973;"Wife Turn";2006
845;"Stepmom Dream";2006
51;"Balloon Homeward";2006
76;"Birdcage Casper";2006
406;"Haunting Pianist";2006
69;"Beverly Outlaw";2006
460;"Innocent Usual";2006
334;"Freddy Storm";2006
203;"Daisy Menagerie";2006
529;"Lonely Elephant";2006
385;"Groundhog Uncut";2006
441;"Hunter Alter";2006
393;"Halloween Nuts";2006
552;"Majestic Floats";2006
591;"Monsoon Cause";2006
81;"Blindness Gun";2006
219;"Deep Crusade";2006
557;"Manchurian Curtain";2006
273;"Effect Gladiator";2006
778;"Secrets Paradise";2006
521;"Lies Treatment";2006
870;"Swarm Gold";2006
79;"Blade Polish";2006
42;"Artist Coldblooded";2006
450;"Idols Snatchers";2006
502;"Knock Warlock";2006
715;"Range Moonwalker";2006
90;"Boulevard Mob";2006
481;"Jekyll Frogmen";2006
134;"Champion Flatliners";2006
59;"Bear Graceland";2006
192;"Crossing Divorce";2006
338;"Frisco Forrest";2006
621;"Network Peak";2006
271;"Easy Gladiator";2006
734;"Road Roxanne";2006
116;"Candidate Perdition";2006
350;"Garden Island";2006
794;"Side Ark";2006
607;"Muppet Mile";2006
235;"Divide Monster";2006
394;"Hamlet Wisdom";2006
248;"Dozen Lion";2006
387;"Gun Bonnie";2006
84;"Boiled Dares";2006
862;"Summer Scarface";2006
932;"Valley Packer";2006
501;"Kissing Dolls";2006
207;"Dangerous Uptown";2006
74;"Birch Antitrust";2006
418;"Hobbit Alien";2006
6;"Agent Truman";2006
509;"Language Cowboy";2006
463;"Instinct Airport";2006
246;"Doubtfire Labyrinth";2006
29;"Antitrust Tomatoes";2006
488;"Joon Northwest";2006
159;"Closer Bang";2006
267;"Eagles Panky";2006
354;"Ghost Groundhog";2006
41;"Arsenic Independence";2006
516;"Legend Jedi";2006
713;"Rainbow Shock";2006
830;"Spirit Flintstones";2006
141;"Chicago North";2006
580;"Mine Titans";2006
698;"Princess Giant";2006
720;"Redemption Comforts";2006
769;"School Jacket";2006
840;"Stampede Disturbing";2006
999;"Zoolander Fiction";2006
564;"Massage Image";2006
539;"Luck Opus";2006
904;"Train Bunch";2006
402;"Harper Dying";2006
467;"Intrigue Worst";2006
171;"Commandments Express";2006
648;"Outlaw Hanky";2006
227;"Details Packer";2006
247;"Downhill Enough";2006
380;"Greek Everyone";2006
992;"Wrath Mile";2006
311;"Fiction Christmas";2006
347;"Games Bowfinger";2006
410;"Heaven Freedom";2006
517;"Lesson Cleopatra";2006
138;"Chariots Conspiracy";2006
242;"Doom Dancing";2006
766;"Savannah Town";2006
858;"Submarine Bed";2006
190;"Creepers Kane";2006
16;"Alley Evolution";2006
680;"Pinocchio Simon";2006
54;"Banger Pinocchio";2006
342;"Fugitive Maguire";2006
574;"Midnight Westward";2006
993;"Wrong Behavior";2006
854;"Strangers Graffiti";2006
663;"Patient Sister";2006
103;"Bucket Brotherhood";2006
115;"Campus Remember";2006
525;"Loathing Legally";2006
148;"Chocolate Duck";2006
236;"Divine Resurrection";2006
888;"Thin Sagebrush";2006
208;"Dares Pluto";2006
323;"Flight Lies";2006
678;"Pickup Driving";2006
322;"Flatliners Killer";2006
810;"Slums Duck";2006
294;"Expecations Natural";2006
368;"Gone Trouble";2006
857;"Strictly Scarface";2006
36;"Argonauts Town";2006
174;"Confidential Interview";2006
451;"Igby Maker";2006
4;"Affair Prejudice";2006
407;"Hawk Chill";2006
200;"Curtain Videotape";2006
257;"Drumline Cyclone";2006
53;"Bang Kwai";2006
222;"Desert Poseidon";2006
275;"Egypt Tenenbaums";2006
613;"Mystic Truman";2006
948;"Voice Peach";2006
92;"Bowfinger Gables";2006
23;"Anaconda Confessions";2006
528;"Lolita World";2006
44;"Attacks Hate";2006
583;"Mission Zoolander";2006
371;"Gosford Donnie";2006
650;"Pacific Amistad";2006
990;"World Leathernecks";2006
936;"Vanishing Rocky";2006
568;"Memento Zoolander";2006
726;"Reservoir Adaptation";2006
814;"Snatch Slipper";2006
998;"Zhivago Core";2006
960;"Wars Pluto";2006
544;"Madison Trap";2006
754;"Rushmore Mermaid";2006
677;"Pianist Outfield";2006
791;"Show Lord";2006
58;"Beach Heartbreakers";2006
929;"Usual Untouchables";2006
1;"Academy Dinosaur";2006
666;"Paycheck Wait";2006
290;"Everyone Craft";2006
890;"Tights Dawn";2006
793;"Shrunk Divine";2006
619;"Neighbors Charade";2006
682;"Pittsburgh Hunchback";2006
111;"Caddyshack Jedi";2006
206;"Dancing Fever";2006
562;"Masked Bubble";2006
608;"Murder Antitrust";2006
237;"Divorce Shining";2006
364;"Godfather Diary";2006
372;"Graceland Dynamite";2006
86;"Boogie Amelie";2006
768;"Scarface Bang";2006
49;"Badman Dawn";2006
572;"Metropolis Coma";2006
860;"Suicides Silence";2006
22;"Amistad Midsummer";2006
978;"Wisdom Worker";2006
360;"Glass Dying";2006
912;"Trojan Tomorrow";2006
70;"Bikini Borrowers";2006
45;"Attraction Newton";2006
743;"Room Roman";2006
225;"Destination Jerk";2006
760;"Samurai Lion";2006
780;"Sensibility Rear";2006
199;"Cupboard Sinners";2006
906;"Tramp Others";2006
829;"Spinal Rocky";2006
945;"Virginian Pluto";2006
495;"Kentuckian Giant";2006
611;"Musketeers Wait";2006
981;"Wolves Desire";2006
60;"Beast Hunchback";2006
671;"Perdition Fargo";2006
618;"Necklace Outbreak";2006
895;"Tomorrow Hustler";2006
975;"Willow Tracy";2006
894;"Tomatoes Hellfighters";2006
422;"Hollow Jeopardy";2006
105;"Bull Shawshank";2006
327;"Fool Mockingbird";2006
668;"Peak Forever";2006
909;"Treasure Command";2006
790;"Shootist Superfly";2006
75;"Bird Independence";2006
469;"Iron Moon";2006
124;"Casper Dragonfly";2006
905;"Trainspotting Strangers";2006
561;"Mask Peach";2006
229;"Devil Desire";2006
510;"Lawless Vision";2006
245;"Double Wrath";2006
415;"High Encino";2006
425;"Holy Tadpole";2006
43;"Atlantis Cause";2006
747;"Roxanne Rebel";2006
982;"Women Dorado";2006
771;"Scorpion Apollo";2006
220;"Deer Virginian";2006
482;"Jeopardy Encino";2006
259;"Duck Racer";2006
166;"Color Philadelphia";2006
573;"Microcosmos Paradise";2006
924;"Unforgiven Zoolander";2006
731;"Right Cranes";2006
864;"Sundance Invasion";2006
920;"Unbreakable Karate";2006
522;"Life Twisted";2006
291;"Evolution Alter";2006
423;"Hollywood Anonymous";2006
3;"Adaptation Holes";2006
431;"Hoosiers Birdcage";2006
645;"Others Soup";2006
746;"Rouge Squad";2006
201;"Cyclone Family";2006
597;"Moonwalker Fool";2006
61;"Beauty Grease";2006
176;"Congeniality Quest";2006
797;"Silence Kane";2006
901;"Tracy Cider";2006
87;"Boondock Ballroom";2006
169;"Comforts Rush";2006
388;"Gunfight Moon";2006
14;"Alice Fantasia";2006
884;"Terminator Club";2006
344;"Fury Murder";2006
598;"Mosquito Armageddon";2006
476;"Jason Trap";2006
824;"Spartacus Cheaper";2006
776;"Secret Groundhog";2006
472;"Italian African";2006
649;"Oz Liaisons";2006
147;"Chocolat Harry";2006
902;"Trading Pinocchio";2006
873;"Sweethearts Suspects";2006
121;"Carol Texas";2006
634;"Odds Boogie";2006
859;"Sugar Wonka";2006
659;"Park Citizen";2006
210;"Darko Dorado";2006
787;"Shining Roses";2006
911;"Trip Newton";2006
944;"Virgin Daisy";2006
716;"Reap Unfaithful";2006
916;"Turn Star";2006
161;"Clue Grail";2006
157;"Clockwork Paradise";2006
154;"Clash Freddy";2006
584;"Mixed Doors";2006
35;"Arachnophobia Rollercoaster";2006
602;"Mourning Purple";2006
657;"Paradise Sabrina";2006
503;"Kramer Chocolate";2006
173;"Confessions Maguire";2006
963;"Watch Tracy";2006
878;"Teen Apollo";2006
188;"Crazy Home";2006
375;"Grail Frankenstein";2006
792;"Shrek License";2006
592;"Monster Spartacus";2006
784;"Shanghai Tycoon";2006
867;"Super Wyoming";2006
753;"Rush Goodfellas";2006
448;"Idaho Love";2006
491;"Jumping Wrath";2006
907;"Translation Summer";2006
933;"Vampire Whale";2006
306;"Feathers Metal";2006
757;"Sagebrush Clueless";2006
527;"Lola Agent";2006
773;"Seabiscuit Punk";2006
783;"Shane Darkness";2006
345;"Gables Metropolis";2006
989;"Working Microcosmos";2006
436;"Hours Rage";2006
972;"Whisperer Giant";2006
150;"Cider Desire";2006
308;"Ferris Mother";2006
943;"Villain Desperate";2006
420;"Holes Brannigan";2006
490;"Jumanji Blade";2006
808;"Sling Luke";2006
926;"Untouchables Sunrise";2006
331;"Forward Temple";2006
